material,bulk_modulus (eV/AA^3),r_sA,r_sB,r_valA,r_valB,r_s_catA,r_s_catB,r_val_catA,r_val_catB,e_hA,e_hB,e_lA,e_lB,ZA,ZB,IPA,IPB,EAA,EAB,ENA,ENB,oxA,oxB,A,B1,B2,A_atomic_stiffness,B_atomic_stiffness
Ca2PdTiO6,1.16133,1.80815,1.5402,1.80815,0.5616,1.65875,1.3966,1.65875,0.54975,-3.94208,-4.71203,-0.93507,-2.01382,20,34,6.11316,7.58248,0.02455,0.31884,1,1.87,2,4,Ca,Pd,Ti,4.44,14.95
Cs2CoWO6,0.81247,2.51755,1.3399,2.51755,0.57645,0.81755,1.29995,0.94155,0.57305,-2.29006,-5.21851,-1.22595,-0.99602,55,50.5,3.89391,7.87252,0.47163,0.73927,0.79,2.12,1,5,Cs,Co,W,1.43,22.615
Y2TaTaO6,1.30315,1.78395,1.46035,0.95895,0.83555,1.63185,1.39535,1.63185,0.82285,-3.97745,-4.99066,-1.37282,-1.69065,39,73,6.21726,7.54957,0.30712,0.32312,1.22,1.5,3,3,Y,Ta,Ta,8.42,22.23
Sr2AlRuO6,1.14966,1.96785,1.27365,1.96785,1.03285,1.81085,1.2209,1.81085,0.8469,-3.70916,-6.3904,-0.90065,-2.24732,38,28.5,5.69487,6.67313,0.05207,0.73961,0.95,1.905,2,4,Sr,Al,Ru,3.75,17.7
Rb2MnSbO6,0.88344,2.29415,1.1644,2.29415,0.8169,0.66735,1.11565,0.75565,0.7916,-2.49875,-5.38171,-1.23792,-2.23614,37,38,4.17713,8.02121,0.48592,0.2637,0.82,1.8,1,5,Rb,Mn,Sb,1.69,14.32
Ce2PbZrO6,0.63018,2.07805,1.37745,1.35245,1.14115,1.91635,1.2998,0.38175,1.0831,-3.34104,-8.17015,-1.39487,-1.92671,58,61,5.5386,7.0254,0.572,0.39501,1.12,1.83,3,3,Ce,Pb,Zr,4.78,11.15
Ca2FeSbO6,1.04687,1.80815,1.13445,1.80815,0.804,1.65875,1.0866,1.65875,0.7799,-3.94208,-5.65264,-0.93507,-1.97623,20,38.5,6.11316,8.25543,0.02455,0.60032,1,1.94,2,4,Ca,Fe,Sb,4.44,10.98
K2CuMnO6,0.75404,2.18365,1.26175,2.18365,0.80295,0.56995,1.19295,0.61135,0.3587,-2.62161,-5.00586,-1.15107,-2.36958,19,27,4.34066,7.58021,0.50146,0.35789,0.82,1.725,1,5,K,Cu,Mn,1.82,15.235
Cs2FePbO6,0.43193,2.51755,1.15265,2.51755,0.8926,0.81755,1.10665,0.94155,0.85545,-2.29006,-8.55072,-1.22595,-1.5791,55,54,3.89391,7.65957,0.47163,0.25498,0.79,2.08,1,5,Cs,Fe,Pb,1.43,10.76
Y2BiVO6,1.0039,1.78395,1.25805,0.95895,0.88825,1.63185,1.2111,1.63185,0.8647,-3.97745,-5.02868,-1.37282,-2.00563,39,53,6.21726,7.01585,0.30712,0.73501,1.22,1.825,3,3,Y,Bi,V,8.42,11.975
Pm2CrTaO6,1.31079,1.98305,1.4564,0.33615,0.63945,1.83585,1.38295,0.33605,0.631,-3.30607,-4.82945,-1.25847,-1.36406,61,48.5,5.58187,7.15804,0.129,0.49948,1.13,1.58,3,3,Pm,Cr,Ta,6.83,20.72
Nd2PtTcO6,1.14993,2.00295,1.38315,0.35015,0.6727,1.89905,1.29595,0.34865,0.6669,-3.25222,-4.86962,-1.29622,-3.60406,60,60.5,5.525,8.03911,0.09749,1.33855,1.14,2.09,2,4,Nd,Pt,Tc,6.83,25.815
Pm2SnZrO6,1.055,1.98305,1.3912,0.33615,1.11485,1.83585,1.30855,0.33605,1.06025,-3.30607,-7.38294,-1.25847,-2.0167,61,45,5.58187,6.98902,0.129,0.77268,1.13,1.645,3,3,Pm,Sn,Zr,6.83,11.305
Pm2PtZnO6,1.16109,1.98305,1.2247,0.33615,0.89275,1.83585,1.13845,0.33605,0.85825,-3.30607,-5.88135,-1.25847,-2.25736,61,54,5.58187,9.17651,0.129,0.75255,1.13,1.965,3,3,Pm,Pt,Zn,6.83,15.78
Mg2CrVO6,1.34777,1.35285,1.4863,1.35285,0.46285,1.26075,1.40355,1.26075,0.45965,-5.04225,-4.49916,-0.77042,-1.10216,12,23.5,7.64624,6.75635,-0.42,0.60175,1.31,1.645,2,4,Mg,Cr,V,5.26,17.1
K2TaTaO6,1.26031,2.18365,1.46035,2.18365,0.83555,0.56995,1.39535,0.61135,0.82285,-2.62161,-4.99066,-1.15107,-1.69065,19,73,4.34066,7.54957,0.50146,0.32312,0.82,1.5,1,5,K,Ta,Ta,1.82,22.23
Na2MoMoO6,1.31184,1.74615,1.54085,1.74615,0.72795,0.32095,1.48115,0.28665,0.71785,-3.18997,-4.83163,-0.88318,-1.14651,11,42,5.13908,7.09243,0.54793,0.74733,0.93,2.16,1,5,Na,Mo,Mo,1.82,26.02
Be2GeTcO6,1.31532,1.08065,1.1778,1.08065,0.9227,1.00365,1.13795,1.00365,0.88605,-6.07034,-7.95212,-1.4731,-2.79355,4,37.5,9.3227,7.50941,-0.52,0.89234,1.57,1.955,2,4,Be,Ge,Tc,6.02,18.09
Be2MnRuO6,1.37352,1.08065,1.378,1.08065,0.52045,1.00365,1.3118,1.00365,0.5181,-6.07034,-4.83627,-1.4731,-2.0548,4,34.5,9.3227,7.39727,-0.52,0.26319,1.57,1.875,2,4,Be,Mn,Ru,6.02,23.285
Sm2TcZnO6,1.14459,1.99935,1.2712,0.32485,0.8927,1.80355,1.21055,0.32345,0.8617,-3.31902,-5.41374,-0.57557,-1.76489,62,36.5,5.64371,8.25679,0.162,-0.034,1.17,1.775,3,3,Sm,Tc,Zn,8.06,17.325
Ba2CrRuO6,1.20451,2.20615,1.44495,2.20615,0.54165,2.07185,1.3775,2.07185,0.5378,-3.35828,-4.83588,-1.33494,-1.87269,56,34,5.21166,7.06351,0.14463,0.86111,0.89,1.93,2,4,Ba,Cr,Ru,3.58,23.035
Be2MoTcO6,1.38188,1.08065,1.48525,1.08065,0.7003,1.00365,1.4246,1.00365,0.6941,-6.07034,-4.61682,-1.4731,-2.12905,4,42.5,9.3227,7.10591,-0.52,0.64967,1.57,2.03,2,4,Be,Mo,Tc,6.02,26.69
Ba2GaSbO6,0.94918,2.20615,1.0106,2.20615,1.3019,2.07185,0.9833,2.07185,1.07895,-3.35828,-7.58874,-1.33494,-2.38529,56,41,5.21166,7.30385,0.14463,0.6743,0.89,1.93,2,4,Ba,Ga,Sb,3.58,7.615
Sr2CdFeO6,0.82788,1.96785,1.25105,1.96785,0.8093,1.81085,1.18195,1.81085,0.7796,-3.70916,-5.61678,-0.90065,-0.72229,38,37,5.69487,8.44814,0.05207,-0.28338,0.95,1.76,2,4,Sr,Cd,Fe,3.75,9.785
Be2TaTaO6,1.33464,1.08065,1.46035,1.08065,0.83555,1.00365,1.39535,1.00365,0.82285,-6.07034,-4.99066,-1.4731,-1.69065,4,73,9.3227,7.54957,-0.52,0.32312,1.57,1.5,4,2,Be,Ta,Ta,6.02,22.23
Sm2AlMnO6,1.37257,1.99935,1.2142,0.32485,0.91335,1.80355,1.14825,0.32345,0.72855,-3.31902,-6.22314,-0.57557,-1.59421,62,19,5.64371,6.7099,0.162,-0.04358,1.17,1.58,2,4,Sm,Al,Mn,8.06,14.125
Mg2FeZrO6,1.20535,1.35285,1.48345,1.35285,0.6237,1.26075,1.3742,1.26075,0.604,-5.04225,-4.83031,-0.77042,-1.22948,12,33,7.64624,7.2683,-0.42,0.29326,1.31,1.58,2,4,Mg,Fe,Zr,5.26,13.42
Y2GaTaO6,1.25166,1.78395,1.23565,0.95895,1.10325,1.63185,1.1849,1.63185,0.89865,-3.97745,-7.03687,-1.37282,-1.69532,39,52,6.21726,6.77444,0.30712,0.31216,1.22,1.655,3,3,Y,Ga,Ta,8.42,14.265
Mg2MnRhO6,1.23662,1.35285,1.40995,1.35285,0.5059,1.26075,1.2902,1.26075,0.5012,-5.04225,-4.77809,-0.77042,-2.07906,12,35,7.64624,7.44647,-0.42,0.31145,1.31,1.915,2,4,Mg,Mn,Rh,5.26,21.08
Sm2FePbO6,0.9518,1.99935,1.15265,0.32485,0.8926,1.80355,1.10665,0.32345,0.85545,-3.31902,-8.55072,-0.57557,-1.5791,62,54,5.64371,7.65957,0.162,0.25498,1.17,2.08,2,4,Sm,Fe,Pb,8.06,10.76
Ba2GePtO6,0.98297,2.20615,1.1313,2.20615,0.92275,2.07185,1.06585,2.07185,0.8826,-3.35828,-8.41973,-1.33494,-3.28602,56,55,5.21166,8.42913,0.14463,1.67889,0.89,2.145,2,4,Ba,Ge,Pt,3.58,16.545
Sm2SbTcO6,0.73861,1.99935,1.21995,0.32485,0.95275,1.80355,1.1801,0.32345,0.9269,-3.31902,-5.24821,-0.57557,-3.09109,62,47,5.64371,7.86388,0.162,0.7997,1.17,1.975,2,4,Sm,Sb,Tc,8.06,18.145
La2CuTiO6,1.16189,2.03235,1.40245,1.19775,0.87405,1.88385,1.31895,1.88385,0.42195,-3.5912,-4.84886,-1.49016,-2.34063,57,25.5,5.5769,7.27725,0.55755,0.65566,1.1,1.72,3,3,La,Cu,Ti,6.56,11.51
Nd2CuCuO6,1.24944,2.00295,1.20495,0.35015,1.20495,1.89905,1.14675,0.34865,0.31765,-3.25222,-5.3427,-1.29622,-3.33747,60,29,5.525,7.72638,0.09749,1.23578,1.14,1.9,3,3,Nd,Cu,Cu,6.83,10.76
Pr2AgFeO6,1.12485,2.02475,1.29565,0.36565,0.8539,1.89375,1.225,0.36655,0.4613,-3.26203,-5.11176,-1.05666,-2.07033,59,36.5,5.4702,7.73935,0.10923,0.72885,1.13,1.88,4,2,Pr,Ag,Fe,6.38,11.465
Ca2CrNbO6,1.2472,1.80815,1.53155,1.80815,0.6165,1.65875,1.4598,1.65875,0.6064,-3.94208,-4.67966,-0.93507,-1.19036,20,32.5,6.11316,6.76268,0.02455,0.79662,1,1.63,2,4,Ca,Cr,Nb,4.44,19.56
Pr2CoFeO6,1.43856,2.02475,1.2553,0.36565,0.3651,1.89375,1.1986,0.36655,0.3681,-3.26203,-5.41507,-1.05666,-0.47307,59,26.5,5.4702,7.89174,0.10923,0.40775,1.13,1.855,4,2,Pr,Co,Fe,6.38,13.75
Sr2BiCuO6,0.8491,1.96785,1.10045,1.96785,1.24955,1.81085,1.0662,1.81085,0.78345,-3.70916,-5.53499,-0.90065,-3.09093,38,56,5.69487,7.50595,0.05207,1.08907,0.95,1.96,2,4,Sr,Bi,Cu,3.75,9.86
Pr2GeTaO6,1.26826,2.02475,1.19315,0.36565,1.00415,1.89375,1.1516,0.36655,0.9623,-3.26203,-8.24644,-1.05666,-2.08308,59,52.5,5.4702,7.7245,0.10923,0.7779,1.13,1.755,3,3,Pr,Ge,Ta,6.38,15.525
Ce2AgTaO6,0.90721,2.07805,1.3965,1.35245,1.0841,1.91635,1.33215,0.38175,0.68455,-3.34104,-5.00165,-1.39487,-2.47472,58,60,5.5386,7.5629,0.572,0.8138,1.12,1.715,3,3,Ce,Ag,Ta,4.78,16.065
Pr2AlTaO6,1.27009,2.02475,1.2851,0.36565,1.13065,1.89375,1.22635,0.36655,0.9401,-3.26203,-6.38397,-1.05666,-1.73869,59,43,5.4702,6.76767,0.10923,0.37798,1.13,1.555,3,3,Pr,Al,Ta,6.38,15.385
Ca2PdTaO6,1.09965,1.80815,1.4704,1.80815,0.7078,1.65875,1.3487,1.65875,0.69805,-3.94208,-5.02985,-0.93507,-2.18726,20,59.5,6.11316,7.94321,0.02455,0.44263,1,1.85,2,4,Ca,Pd,Ta,4.44,19.935
Mg2MnSbO6,1.09591,1.35285,1.1644,1.35285,0.8169,1.26075,1.11565,1.26075,0.7916,-5.04225,-5.38171,-0.77042,-2.23614,12,38,7.64624,8.02121,-0.42,0.2637,1.31,1.8,2,4,Mg,Mn,Sb,5.26,14.32
Mg2FeVO6,1.34575,1.35285,1.3894,1.35285,0.42875,1.26075,1.3088,1.26075,0.42825,-5.04225,-4.77048,-0.77042,-1.02437,12,24.5,7.64624,7.32433,-0.42,0.34045,1.31,1.73,2,4,Mg,Fe,V,5.26,14.01
K2PdWO6,1.06255,2.18365,1.45415,2.18365,0.68895,0.56995,1.3429,0.61135,0.67975,-2.62161,-4.9434,-1.15107,-2.30582,19,60,4.34066,8.10043,0.50146,0.6892,0.82,2.28,1,5,K,Pd,W,1.82,24.2
Sr2GeRuO6,1.17419,1.96785,1.1817,1.96785,0.90635,1.81085,1.14615,1.81085,0.8691,-3.70916,-8.25287,-0.90065,-2.59171,38,38,5.69487,7.62997,0.05207,1.13953,0.95,2.105,2,4,Sr,Ge,Ru,3.75,17.84
Nd2NbTaO6,1.27497,2.00295,1.5355,0.35015,0.8126,1.89905,1.4722,0.34865,0.79825,-3.25222,-4.84088,-1.29622,-1.51695,60,57,5.525,7.15421,0.09749,0.62026,1.14,1.55,2,4,Nd,Nb,Ta,6.83,21.07
Li2FeNbO6,1.22555,1.61625,1.43465,1.61625,0.5824,0.19135,1.36505,0.19135,0.575,-3.41248,-4.95098,-0.8909,-1.11256,3,33.5,5.39171,7.33066,0.61805,0.53532,0.98,1.715,1,5,Li,Fe,Nb,1.76,16.47
Ca2GaRhO6,1.1149,1.80815,1.25615,1.80815,0.9909,1.65875,1.15785,1.65875,0.78855,-3.94208,-6.98512,-0.93507,-2.22821,20,38,6.11316,6.7291,0.02455,0.72205,1,2.045,2,4,Ca,Ga,Rh,4.44,14.375
Sr2CdCrO6,0.8721,1.96785,1.34795,1.96785,0.8434,1.81085,1.2767,1.81085,0.811,-3.70916,-5.34546,-0.90065,-0.80008,38,36,5.69487,7.88017,0.05207,-0.02208,0.95,1.675,2,4,Sr,Cd,Cr,3.75,12.875
Ce2CuPbO6,0.99033,2.07805,1.1258,1.35245,1.3075,1.91635,1.0895,0.38175,0.8261,-3.34104,-8.61663,-1.39487,-2.8069,58,55.5,5.5386,7.57153,0.572,0.79625,1.12,2.115,4,2,Ce,Cu,Pb,4.78,9.625
Sm2NiNiO6,1.32807,1.99935,1.35405,0.32485,0.34045,1.80355,1.18065,0.32345,0.33925,-3.31902,-3.88689,-0.57557,1.70718,62,28,5.64371,7.63988,0.162,1.15716,1.17,1.91,3,3,Sm,Ni,Ni,8.06,13.33
La2FeNbO6,1.24564,2.03235,1.43465,1.19775,0.5824,1.88385,1.36505,1.88385,0.575,-3.5912,-4.95098,-1.49016,-1.11256,57,33.5,5.5769,7.33066,0.55755,0.53532,1.1,1.715,3,3,La,Fe,Nb,6.56,16.47
Sr2CrWO6,1.22999,1.96785,1.44015,1.96785,0.6206,1.81085,1.37715,1.81085,0.6127,-3.70916,-4.74299,-0.90065,-1.48262,38,49,5.69487,7.31527,0.05207,0.74605,0.95,2.01,2,4,Sr,Cr,W,3.75,24.985
Nd2CuPtO6,1.18984,2.00295,1.2708,0.35015,0.93885,1.89905,1.1853,0.34865,0.49055,-3.25222,-5.33997,-1.29622,-3.717,60,53.5,5.525,8.34261,0.09749,1.68044,1.14,2.09,3,3,Nd,Cu,Pt,6.83,17.515
Y2CrTiO6,1.3638,1.78395,1.5262,0.95895,0.49325,1.63185,1.43085,1.63185,0.4827,-3.97745,-4.51163,-1.37282,-1.19062,39,23,6.21726,6.79732,0.30712,0.37569,1.22,1.6,3,3,Y,Cr,Ti,8.42,15.735
Nd2GaNiO6,1.26462,2.00295,1.1825,0.35015,0.8557,1.89905,1.07755,0.34865,0.65685,-3.25222,-6.48498,-1.29622,0.0036,60,29.5,5.525,6.81959,0.09749,0.72918,1.14,1.86,3,3,Nd,Ga,Ni,6.83,9.815
Y2AgMoO6,0.903,1.78395,1.43675,0.95895,1.0303,1.63185,1.37505,1.63185,0.63205,-3.97745,-4.92214,-1.37282,-2.20265,39,44.5,6.21726,7.33433,0.30712,1.0259,1.22,2.045,3,3,Y,Ag,Mo,8.42,17.96
Pr2CrPbO6,0.6748,2.02475,1.24955,0.36565,0.9267,1.89375,1.2014,0.36655,0.88685,-3.26203,-8.2794,-1.05666,-1.6569,59,53,5.4702,7.09159,0.10923,0.51628,1.13,1.995,4,2,Pr,Cr,Pb,6.38,13.85
Sr2NiTaO6,1.10506,1.96785,1.4072,1.96785,0.588,1.81085,1.288,1.81085,0.58105,-3.70916,-4.43878,-0.90065,0.00827,38,50.5,5.69487,7.59472,0.05207,0.74014,0.95,1.705,2,4,Sr,Ni,Ta,3.75,17.78
Na2BiPtO6,0.50475,1.74615,1.1663,1.74615,0.98345,0.32095,1.10475,0.28665,0.95635,-3.18997,-5.53226,-0.88318,-3.47046,11,80.5,5.13908,8.12217,0.54793,1.53373,0.93,2.15,1,5,Na,Bi,Pt,1.82,16.615
Be2PdVO6,1.22607,1.08065,1.5003,1.08065,0.5312,1.00365,1.3693,1.00365,0.5267,-6.07034,-4.69956,-1.4731,-1.92536,4,34.5,9.3227,7.54151,-0.52,0.5449,1.57,1.915,2,4,Be,Pd,V,6.02,16.315
Nd2GePtO6,1.13484,2.00295,1.1313,0.35015,0.92275,1.89905,1.06585,0.34865,0.8826,-3.25222,-8.41973,-1.29622,-3.28602,60,55,5.525,8.42913,0.09749,1.67889,1.14,2.145,3,3,Nd,Ge,Pt,6.83,16.545
Pm2AgMnO6,1.05684,1.98305,1.3256,0.33615,0.8668,1.83585,1.25405,0.33605,0.473,-3.30607,-4.84083,-1.25847,-2.33023,61,36,5.58187,7.50514,0.129,0.39224,1.13,1.74,3,3,Pm,Ag,Mn,6.83,14.805
Nd2CrGeO6,1.3092,2.00295,1.1892,0.35015,0.80805,1.89905,1.1392,0.34865,0.77045,-3.25222,-8.08523,-1.29622,-1.75648,60,28,5.525,7.33297,0.09749,0.95426,1.14,1.835,2,4,Nd,Cr,Ge,6.83,14.015
La2PbWO6,0.84514,2.03235,1.23725,1.19775,1.10395,1.88385,1.208,1.88385,1.0604,-3.5912,-8.35416,-1.49016,-2.10205,57,78,5.5769,7.64035,0.55755,0.58649,1.1,2.345,3,3,La,Pb,W,6.56,19.625
Sm2CrNiO6,1.28469,1.99935,1.40325,0.32485,0.3919,1.80355,1.2756,0.32345,0.3892,-3.31902,-4.27756,-0.57557,0.33486,62,26,5.64371,7.20319,0.162,0.9165,1.17,1.785,2,4,Sm,Cr,Ni,8.06,16.27
Ce2CuSnO6,1.06944,2.07805,1.13955,1.35245,1.2812,1.91635,1.09825,0.38175,0.80325,-3.34104,-7.82942,-1.39487,-2.89689,58,39.5,5.5386,7.53515,0.572,1.17393,1.12,1.93,4,2,Ce,Cu,Sn,4.78,9.78
Nd2AgTcO6,0.88438,2.00295,1.38115,0.35015,1.00265,1.89905,1.3185,0.34865,0.6083,-3.25222,-4.70733,-1.29622,-3.18519,60,45,5.525,7.34781,0.09749,0.92824,1.14,1.915,2,4,Nd,Ag,Tc,6.83,18.63
Ce2GaMoO6,1.27273,2.07805,1.2759,1.35245,1.04945,1.91635,1.2278,0.38175,0.84615,-3.34104,-6.95735,-1.39487,-1.42325,58,36.5,5.5386,6.54587,0.572,0.52427,1.12,1.985,3,3,Ce,Ga,Mo,4.78,16.16
La2CuVO6,1.12775,2.03235,1.36255,1.19775,0.84365,1.88385,1.29165,1.88385,0.3989,-3.5912,-4.83639,-1.49016,-2.25217,57,26,5.5769,7.23628,0.55755,0.88172,1.1,1.765,3,3,La,Cu,V,6.56,12.875
La2PtSnO6,0.94895,2.03235,1.2054,1.19775,1.0151,1.88385,1.1368,1.88385,0.97615,-3.5912,-7.82669,-1.49016,-3.27642,57,64,5.5769,8.15137,0.55755,1.61859,1.1,2.12,3,3,La,Pt,Sn,6.56,16.535
Y2CuRuO6,1.19295,1.78395,1.3212,0.95895,0.92245,1.63185,1.2656,1.63185,0.47705,-3.97745,-5.17311,-1.37282,-3.02269,39,36.5,6.21726,7.54344,0.30712,1.14108,1.22,2.05,3,3,Y,Cu,Ru,8.42,18.81
La2CrPbO6,0.80788,2.03235,1.24955,1.19775,0.9267,1.88385,1.2014,1.88385,0.88685,-3.5912,-8.2794,-1.49016,-1.6569,57,53,5.5769,7.09159,0.55755,0.51628,1.1,1.995,3,3,La,Cr,Pb,6.56,13.85
Nd2AgMnO6,1.07398,2.00295,1.3256,0.35015,0.8668,1.89905,1.25405,0.34865,0.473,-3.25222,-4.84083,-1.29622,-2.33023,60,36,5.525,7.50514,0.09749,0.39224,1.14,1.74,2,4,Nd,Ag,Mn,6.83,14.805
Pm2MnVO6,1.42064,1.98305,1.41935,0.33615,0.44165,1.83585,1.33785,0.33605,0.43995,-3.30607,-4.49955,-1.25847,-1.28427,61,24,5.58187,7.09011,0.129,0.00383,1.13,1.59,3,3,Pm,Mn,V,6.83,17.35
Mg2AlMoO6,1.20388,1.35285,1.32535,1.35285,1.07685,1.26075,1.26925,1.26075,0.8876,-5.04225,-6.30445,-0.77042,-1.46662,12,27.5,7.64624,6.5391,-0.42,0.59008,1.31,1.885,2,4,Mg,Al,Mo,5.26,17.28
Be2CuTaO6,1.1463,1.08065,1.33265,1.08065,1.02025,1.00365,1.27105,1.00365,0.57025,-6.07034,-5.16668,-1.4731,-2.51406,4,51,9.3227,7.63798,-0.52,0.77945,1.57,1.7,2,4,Be,Cu,Ta,6.02,16.495
Mg2RuTcO6,1.30925,1.35285,1.43355,1.35285,0.6563,1.26075,1.37625,1.26075,0.6534,-5.04225,-4.70277,-0.77042,-2.90975,12,43.5,7.64624,7.23994,-0.42,0.79919,1.31,2.05,2,4,Mg,Ru,Tc,5.26,27.11
Sm2PbTcO6,0.38117,1.99935,1.23815,0.32485,1.04135,1.80355,1.20015,0.32345,1.00245,-3.31902,-8.14629,-0.57557,-2.69396,62,62.5,5.64371,7.26803,0.162,0.45436,1.17,2.115,2,4,Sm,Pb,Tc,8.06,17.925
Pm2MoRhO6,1.20316,1.98305,1.5211,0.33615,0.6694,1.83585,1.4112,0.33605,0.66025,-3.30607,-4.8594,-1.25847,-1.95147,61,43.5,5.58187,7.27567,0.129,0.94511,1.13,2.22,3,3,Pm,Mo,Rh,6.83,24.235
Cs2NbTaO6,1.16096,2.51755,1.5355,2.51755,0.8126,0.81755,1.4722,0.94155,0.79825,-2.29006,-4.84088,-1.22595,-1.51695,55,57,3.89391,7.15421,0.47163,0.62026,0.79,1.55,1,5,Cs,Nb,Ta,1.43,21.07
Sr2FeGeO6,1.14891,1.96785,1.0923,1.96785,0.77395,1.81085,1.04445,1.81085,0.73905,-3.70916,-8.35655,-0.90065,-1.67869,38,29,5.69487,7.90095,0.05207,0.69296,0.95,1.92,2,4,Sr,Fe,Ge,3.75,10.925
Pm2CrRuO6,1.39242,1.98305,1.44495,0.33615,0.54165,1.83585,1.3775,0.33605,0.5378,-3.30607,-4.83588,-1.25847,-1.87269,61,34,5.58187,7.06351,0.129,0.86111,1.13,1.93,3,3,Pm,Cr,Ru,6.83,23.035
Ce2AgBiO6,0.85835,2.07805,1.1643,1.35245,1.3134,1.91635,1.1273,0.38175,0.89775,-3.34104,-5.36996,-1.39487,-3.05159,58,65,5.5386,7.43088,0.572,1.12342,1.12,1.975,3,3,Ce,Ag,Bi,4.78,9.43
Be2BiWO6,0.70416,1.08065,1.2119,1.08065,1.046,1.00365,1.1847,1.00365,1.01775,-6.07034,-5.27252,-1.4731,-2.38608,4,78.5,9.3227,7.57477,-0.52,0.87932,1.57,2.19,2,4,Be,Bi,W,6.02,19.86
Ce2CdCdO6,0.92942,2.07805,1.24345,1.35245,1.24345,1.91635,1.18285,0.38175,1.18285,-3.34104,-6.02269,-1.39487,-0.5627,58,48,5.5386,8.99382,0.572,-0.72,1.12,1.69,2,4,Ce,Cd,Cd,4.78,6.54
Mg2MoMoO6,1.31742,1.35285,1.54085,1.35285,0.72795,1.26075,1.48115,1.26075,0.71785,-5.04225,-4.83163,-0.77042,-1.14651,12,42,7.64624,7.09243,-0.42,0.74733,1.31,2.16,2,4,Mg,Mo,Mo,5.26,26.02
La2NiNiO6,1.3035,2.03235,1.35405,1.19775,0.34045,1.88385,1.18065,1.88385,0.33925,-3.5912,-3.88689,-1.49016,1.70718,57,28,5.5769,7.63988,0.55755,1.15716,1.1,1.91,3,3,La,Ni,Ni,6.56,13.33
Pr2AgBiO6,0.86596,2.02475,1.1643,0.36565,1.3134,1.89375,1.1273,0.36655,0.89775,-3.26203,-5.36996,-1.05666,-3.05159,59,65,5.4702,7.43088,0.10923,1.12342,1.13,1.975,3,3,Pr,Ag,Bi,6.38,9.43
Pr2SnZnO6,1.06336,2.02475,1.09345,0.36565,1.2351,1.89375,1.0514,0.36655,1.17095,-3.26203,-8.37081,-1.05666,-1.43725,59,40,5.4702,8.36906,0.10923,0.24604,1.13,1.805,4,2,Pr,Sn,Zn,6.38,8.045
Sr2AlBiO6,0.92677,1.96785,1.0529,1.96785,1.35995,1.81085,1.0215,1.81085,1.1533,-3.70916,-6.75228,-0.90065,-2.31556,38,48,5.69487,6.63564,0.05207,0.6876,0.95,1.815,2,4,Sr,Al,Bi,3.75,8.75
Sr2NiPbO6,0.85829,1.96785,1.20035,1.96785,0.87525,1.81085,1.10645,1.81085,0.8369,-3.70916,-7.88873,-0.90065,-0.28458,38,55,5.69487,7.52828,0.05207,0.75694,0.95,2.12,2,4,Sr,Ni,Pb,3.75,10.91
La2MnNiO6,1.2813,2.03235,1.3363,1.19775,0.3707,1.88385,1.2099,1.88385,0.3695,-3.5912,-4.27795,-1.49016,0.15275,57,26.5,5.5769,7.53696,0.55755,0.31858,1.1,1.73,3,3,La,Mn,Ni,6.56,16.52
Ca2MnZrO6,1.17464,1.80815,1.5134,1.80815,0.6366,1.65875,1.40325,1.65875,0.6157,-3.94208,-4.55938,-0.93507,-1.48938,20,32.5,6.11316,7.03408,0.02455,-0.04336,1,1.44,2,4,Ca,Mn,Zr,4.44,16.76
Nd2PtZrO6,1.01682,2.00295,1.52245,0.35015,0.7725,1.89905,1.3956,0.34865,0.74755,-3.25222,-4.89349,-1.29622,-2.83681,60,59,5.525,7.79648,0.09749,1.2792,1.14,1.805,2,4,Nd,Pt,Zr,6.83,19.04
Sm2AgPtO6,1.00121,1.99935,1.33465,0.32485,1.0027,1.80355,1.2464,0.32345,0.60485,-3.31902,-5.17494,-0.57557,-3.67766,62,62.5,5.64371,8.26753,0.162,1.71479,1.17,2.105,3,3,Sm,Ag,Pt,8.06,17.085
Y2GeRhO6,1.19553,1.78395,1.21365,0.95895,0.8918,1.63185,1.12455,1.63185,0.8522,-3.97745,-8.1947,-1.37282,-2.61597,39,38.5,6.21726,7.67917,0.30712,1.18778,1.22,2.145,3,3,Y,Ge,Rh,8.42,15.635
Pr2FeZrO6,1.25451,2.02475,1.48345,0.36565,0.6237,1.89375,1.3742,0.36655,0.604,-3.26203,-4.83031,-1.05666,-1.22948,59,33,5.4702,7.2683,0.10923,0.29326,1.13,1.58,3,3,Pr,Fe,Zr,6.38,13.42
Y2GeZnO6,1.20745,1.78395,1.01935,0.95895,1.14275,1.63185,0.98045,1.63185,1.0774,-3.97745,-8.96385,-1.37282,-1.44685,39,31,6.21726,8.64682,0.30712,0.30634,1.22,1.83,3,3,Y,Ge,Zn,8.42,8.055
Ce2NiZnO6,1.26143,2.07805,1.2334,1.35245,0.7266,1.91635,1.11685,0.38175,0.69615,-3.34104,-5.15618,-1.39487,0.6445,58,29,5.5386,8.51704,0.572,0.26858,1.12,1.78,4,2,Ce,Ni,Zn,4.78,10.31
Mg2FeFeO6,1.29609,1.35285,1.25865,1.35285,0.37515,1.26075,1.18105,1.26075,0.37635,-5.04225,-5.21087,-0.77042,-0.88187,12,26,7.64624,7.90247,-0.42,0.15324,1.31,1.83,2,4,Mg,Fe,Fe,5.26,13.03
