material,bulk_modulus (eV/AA^3),r_sA,r_sB,r_valA,r_valB,r_s_catA,r_s_catB,r_val_catA,r_val_catB,e_hA,e_hB,e_lA,e_lB,ZA,ZB,IPA,IPB,EAA,EAB,ENA,ENB,oxA,oxB,A,B1,B2,A_atomic_stiffness,B_atomic_stiffness
Nd2PdPdO6,1.16069,2.00295,1.48045,0.35015,0.58005,1.89905,1.30205,0.34865,0.57325,-3.25222,-5.06904,-1.29622,-2.68386,60,46,5.525,8.33684,0.09749,0.56214,1.14,2.2,3,3,Nd,Pd,Pd,6.83,17.64
Be2TaWO6,1.39042,1.08065,1.4441,1.08065,0.8167,1.00365,1.38955,1.00365,0.80455,-6.07034,-4.90421,-1.4731,-1.80921,4,73.5,9.3227,7.7068,-0.52,0.56969,1.57,1.93,2,4,Be,Ta,W,6.02,26.495
Pr2AlCoO6,1.38112,2.02475,1.1809,0.36565,0.8904,1.89375,1.13675,0.36655,0.7086,-3.26203,-6.69827,-1.05666,-0.9255,59,20,5.4702,6.93339,0.10923,0.54755,1.13,1.745,3,3,Pr,Al,Co,6.38,11.505
Nd2GaMnO6,1.33863,2.00295,1.16475,0.35015,0.88595,1.89905,1.1068,0.34865,0.6871,-3.25222,-6.87604,-1.29622,-1.55084,60,28,5.525,6.71667,0.09749,-0.1094,1.14,1.68,2,4,Nd,Ga,Mn,6.83,13.005
Pr2CrGaO6,1.32547,2.02475,1.2317,0.36565,0.90715,1.89375,1.1725,0.36655,0.7068,-3.26203,-6.87565,-1.05666,-1.36873,59,27.5,5.4702,6.38291,0.10923,0.48852,1.13,1.735,3,3,Pr,Cr,Ga,6.38,12.755
Pm2PtTiO6,1.14602,1.98305,1.4683,0.33615,0.60795,1.83585,1.3575,0.33605,0.59485,-3.30607,-4.84613,-1.25847,-2.72016,61,50,5.58187,7.89348,0.129,1.10033,1.13,1.91,3,3,Pm,Pt,Ti,6.83,18.265
Pm2PbZrO6,0.73036,1.98305,1.37745,0.33615,1.14115,1.83585,1.2998,0.33605,1.0831,-3.30607,-8.17015,-1.25847,-1.92671,61,61,5.58187,7.0254,0.129,0.39501,1.13,1.83,3,3,Pm,Pb,Zr,6.83,11.15
Pr2NbSnO6,1.13656,2.02475,1.3424,0.36565,1.07355,1.89375,1.2994,0.36655,1.03125,-3.26203,-7.50362,-1.05666,-1.89978,59,45.5,5.4702,7.05138,0.10923,1.01474,1.13,1.78,3,3,Pr,Nb,Sn,6.38,14.355
Li2CuRuO6,0.80632,1.61625,1.3212,1.61625,0.92245,0.19135,1.2656,0.19135,0.47705,-3.41248,-5.17311,-0.8909,-3.02269,3,36.5,5.39171,7.54344,0.61805,1.14108,0.98,2.05,1,5,Li,Cu,Ru,1.76,18.81
Ca2AlNbO6,1.1576,1.80815,1.36025,1.80815,1.1077,1.65875,1.3032,1.65875,0.9155,-3.94208,-6.23418,-0.93507,-1.56499,20,27,6.11316,6.37231,0.02455,0.67512,1,1.605,2,4,Ca,Al,Nb,4.44,14.225
Ca2SnTiO6,1.09638,1.80815,1.33705,1.80815,0.9503,1.65875,1.27045,1.65875,0.90755,-3.94208,-7.33558,-0.93507,-1.90005,20,36,6.11316,7.08602,0.02455,0.59381,1,1.75,2,4,Ca,Sn,Ti,4.44,10.53
Cs2MnSnO6,0.78814,2.51755,1.19635,2.51755,0.8792,0.81755,1.14445,0.94155,0.8443,-2.29006,-7.49258,-1.22595,-1.929,55,37.5,3.89391,7.38898,0.47163,0.29604,0.79,1.755,1,5,Cs,Mn,Sn,1.43,14.255
Y2MnPdO6,1.20222,1.78395,1.3995,0.95895,0.4905,1.63185,1.2706,1.63185,0.4865,-3.97745,-4.86903,-1.37282,-2.04277,39,35.5,6.21726,7.88544,0.30712,0.02107,1.22,1.875,3,3,Y,Mn,Pd,8.42,18.675
Be2NbSbO6,1.15159,1.08065,1.31045,1.08065,1.01125,1.00365,1.2706,1.00365,0.97855,-6.07034,-5.39275,-1.4731,-2.20692,4,46,9.3227,7.68362,-0.52,0.9824,1.57,1.825,2,4,Be,Nb,Sb,6.02,14.42
Y2FeZrO6,1.27842,1.78395,1.48345,0.95895,0.6237,1.63185,1.3742,1.63185,0.604,-3.97745,-4.83031,-1.37282,-1.22948,39,33,6.21726,7.2683,0.30712,0.29326,1.22,1.58,3,3,Y,Fe,Zr,8.42,13.42
Ba2CuFeO6,0.91263,2.20615,1.2318,2.20615,0.79005,2.07185,1.1639,2.07185,0.347,-3.35828,-5.27679,-1.33494,-2.10967,56,27.5,5.21166,7.81442,0.14463,0.69451,0.89,1.865,2,4,Ba,Cu,Fe,3.58,11.895
La2FeMoO6,1.30344,2.03235,1.39975,1.19775,0.55155,1.88385,1.3311,1.88385,0.5471,-3.5912,-5.02125,-1.49016,-1.01419,57,34,5.5769,7.49745,0.55755,0.45028,1.1,1.995,3,3,La,Fe,Mo,6.56,19.525
Y2RhTiO6,1.23912,1.78395,1.55065,0.95895,0.577,1.63185,1.4162,1.63185,0.56445,-3.97745,-4.6211,-1.37282,-2.05011,39,33.5,6.21726,7.14351,0.30712,0.60922,1.22,1.91,3,3,Y,Rh,Ti,8.42,17.355
Sr2GaWO6,1.13627,1.96785,1.2194,1.96785,1.0844,1.81085,1.1791,1.81085,0.88035,-3.70916,-6.95041,-0.90065,-1.81388,38,52.5,5.69487,6.93167,0.05207,0.55873,0.95,2.085,2,4,Sr,Ga,W,3.75,18.53
Pm2CuZrO6,1.0696,1.98305,1.4566,0.33615,1.0386,1.83585,1.35705,0.33605,0.57465,-3.30607,-4.89622,-1.25847,-2.45728,61,34.5,5.58187,7.18025,0.129,0.83454,1.13,1.615,3,3,Pm,Cu,Zr,6.83,12.285
Y2CdTcO6,1.07363,1.78395,1.33655,0.95895,0.95805,1.63185,1.27545,1.63185,0.9266,-3.97745,-5.21235,-1.37282,-1.83715,39,45.5,6.21726,8.0566,0.30712,-0.084,1.22,1.795,3,3,Y,Cd,Tc,8.42,16.95
Sm2PbPtO6,0.8712,1.99935,1.19165,0.32485,1.0414,1.80355,1.12805,0.32345,0.999,-3.31902,-8.6139,-0.57557,-3.18643,62,80,5.64371,8.18775,0.162,1.24091,1.17,2.305,3,3,Sm,Pb,Pt,8.06,16.38
Nd2CuMnO6,1.26012,2.00295,1.26175,0.35015,0.80295,1.89905,1.19295,0.34865,0.3587,-3.25222,-5.00586,-1.29622,-2.36958,60,27,5.525,7.58021,0.09749,0.35789,1.14,1.725,2,4,Nd,Cu,Mn,6.83,15.235
Pr2MoTiO6,1.31216,2.02475,1.5704,0.36565,0.63555,1.89375,1.48615,0.36655,0.62205,-3.26203,-4.59333,-1.05666,-1.24515,59,32,5.4702,6.96028,0.10923,0.41144,1.13,1.85,3,3,Pr,Mo,Ti,6.38,19.14
Be2GaSbO6,1.12751,1.08065,1.0106,1.08065,1.3019,1.00365,0.9833,1.00365,1.07895,-6.07034,-7.58874,-1.4731,-2.38529,4,41,9.3227,7.30385,-0.52,0.6743,1.57,1.93,2,4,Be,Ga,Sb,6.02,7.615
La2BiTiO6,0.96469,2.03235,1.29795,1.19775,0.91865,1.88385,1.2384,1.88385,0.88775,-3.5912,-5.04115,-1.49016,-2.09409,57,52.5,5.5769,7.05682,0.55755,0.50895,1.1,1.78,3,3,La,Bi,Ti,6.56,10.61
Sm2CuTiO6,1.16728,1.99935,1.40245,0.32485,0.87405,1.80355,1.31895,0.32345,0.42195,-3.31902,-4.84886,-0.57557,-2.34063,62,25.5,5.64371,7.27725,0.162,0.65566,1.17,1.72,3,3,Sm,Cu,Ti,8.06,11.51
Ba2NbTiO6,1.12668,2.20615,1.6053,2.20615,0.6664,2.07185,1.5201,2.07185,0.64995,-3.35828,-4.52306,-1.33494,-1.34352,56,31.5,5.21166,6.79349,0.14463,0.49648,0.89,1.57,2,4,Ba,Nb,Ti,3.58,16.085
Pr2PtZnO6,1.17433,2.02475,1.2247,0.36565,0.89275,1.89375,1.13845,0.36655,0.85825,-3.26203,-5.88135,-1.05666,-2.25736,59,54,5.4702,9.17651,0.10923,0.75255,1.13,1.965,4,2,Pr,Pt,Zn,6.38,15.78
Ba2VZrO6,1.10399,2.20615,1.6142,2.20615,0.6773,2.07185,1.50195,2.07185,0.6559,-3.35828,-4.38991,-1.33494,-1.37197,56,31.5,5.21166,6.69016,0.14463,0.48048,0.89,1.48,2,4,Ba,V,Zr,3.58,14.4
Sm2FeRhO6,1.3332,1.99935,1.38,0.32485,0.493,1.80355,1.26115,0.32345,0.4895,-3.31902,-5.04902,-0.57557,-1.81915,62,35.5,5.64371,7.68068,0.162,0.64806,1.17,2.055,2,4,Sm,Fe,Rh,8.06,17.74
Rb2RuTcO6,1.17464,2.29415,1.43355,2.29415,0.6563,0.66735,1.37625,0.75565,0.6534,-2.49875,-4.70277,-1.23792,-2.90975,37,43.5,4.17713,7.23994,0.48592,0.79919,0.82,2.05,1,5,Rb,Ru,Tc,1.69,27.11
Ce2NbTiO6,1.26527,2.07805,1.6053,1.35245,0.6664,1.91635,1.5201,0.38175,0.64995,-3.34104,-4.52306,-1.39487,-1.34352,58,31.5,5.5386,6.79349,0.572,0.49648,1.12,1.57,3,3,Ce,Nb,Ti,4.78,16.085
Mg2PdTiO6,1.19961,1.35285,1.5402,1.35285,0.5616,1.26075,1.3966,1.26075,0.54975,-5.04225,-4.71203,-0.77042,-2.01382,12,34,7.64624,7.58248,-0.42,0.31884,1.31,1.87,2,4,Mg,Pd,Ti,5.26,14.95
Pr2GeSnO6,0.85388,2.02475,1.00005,0.36565,1.2651,1.89375,0.9788,0.36655,1.1953,-3.26203,-10.90918,-1.05666,-2.46591,59,41,5.4702,7.62168,0.10923,1.17237,1.13,1.985,4,2,Pr,Ge,Sn,6.38,8.81
Pr2CuNbO6,1.03248,2.02475,1.4078,0.36565,0.9973,1.89375,1.3479,0.36655,0.54565,-3.26203,-5.0169,-1.05666,-2.34036,59,35,5.4702,7.24262,0.10923,1.0766,1.13,1.75,3,3,Pr,Cu,Nb,6.38,15.335
Ce2BiFeO6,1.05652,2.07805,1.1273,1.35245,0.83465,1.91635,1.08335,0.38175,0.8128,-3.34104,-5.46908,-1.39487,-1.86313,58,54.5,5.5386,7.59399,0.572,0.5478,1.12,1.925,3,3,Ce,Bi,Fe,4.78,10.995
Rb2MoRhO6,1.10383,2.29415,1.5211,2.29415,0.6694,0.66735,1.4112,0.75565,0.66025,-2.49875,-4.8594,-1.23792,-1.95147,37,43.5,4.17713,7.27567,0.48592,0.94511,0.82,2.22,1,5,Rb,Mo,Rh,1.69,24.235
Pr2PtRhO6,1.21255,2.02475,1.419,0.36565,0.6418,1.89375,1.28255,0.36655,0.63305,-3.26203,-5.1122,-1.05666,-3.42648,59,61.5,5.4702,8.20887,0.10923,1.634,1.13,2.28,3,3,Pr,Pt,Rh,6.38,23.36
Rb2PtSbO6,0.78658,2.29415,1.17345,2.29415,0.9528,0.66735,1.108,0.75565,0.92345,-2.49875,-5.71582,-1.23792,-3.58356,37,64.5,4.17713,8.78361,0.48592,1.58625,0.82,2.165,1,5,Rb,Pt,Sb,1.69,16.6
Ce2MoVO6,1.35757,2.07805,1.5305,1.35245,0.60515,1.91635,1.45885,0.38175,0.599,-3.34104,-4.58086,-1.39487,-1.15669,58,32.5,5.5386,6.91931,0.572,0.6375,1.12,1.895,3,3,Ce,Mo,V,4.78,20.505
Be2NbTaO6,1.30079,1.08065,1.5355,1.08065,0.8126,1.00365,1.4722,1.00365,0.79825,-6.07034,-4.84088,-1.4731,-1.51695,4,57,9.3227,7.15421,-0.52,0.62026,1.57,1.55,2,4,Be,Nb,Ta,6.02,21.07
La2AgTaO6,0.89603,2.03235,1.3965,1.19775,1.0841,1.88385,1.33215,1.88385,0.68455,-3.5912,-5.00165,-1.49016,-2.47472,57,60,5.5769,7.5629,0.55755,0.8138,1.1,1.715,3,3,La,Ag,Ta,6.56,16.065
Cs2BiMoO6,0.56651,2.51755,1.2684,2.51755,1.01105,0.81755,1.2334,0.94155,0.98355,-2.29006,-5.27946,-1.22595,-1.99545,55,62.5,3.89391,7.18897,0.47163,0.84485,0.79,2.09,1,5,Cs,Bi,Mo,1.43,17.49
Mg2CoZrO6,1.19377,1.35285,1.4801,1.35285,0.61365,1.26075,1.39175,1.26075,0.59575,-5.04225,-5.0345,-0.77042,-0.82068,12,33.5,7.64624,7.25757,-0.42,0.54778,1.31,1.605,2,4,Mg,Co,Zr,5.26,14.14
K2GaMnO6,0.93904,2.18365,1.16475,2.18365,0.88595,0.56995,1.1068,0.61135,0.6871,-2.62161,-6.87604,-1.15107,-1.55084,19,28,4.34066,6.71667,0.50146,-0.1094,0.82,1.68,1,5,K,Ga,Mn,1.82,13.005
Sr2CuRuO6,0.90643,1.96785,1.3212,1.96785,0.92245,1.81085,1.2656,1.81085,0.47705,-3.70916,-5.17311,-0.90065,-3.02269,38,36.5,5.69487,7.54344,0.05207,1.14108,0.95,2.05,2,4,Sr,Cu,Ru,3.75,18.81
Sr2CuTaO6,1.00566,1.96785,1.33265,1.96785,1.02025,1.81085,1.27105,1.81085,0.57025,-3.70916,-5.16668,-0.90065,-2.51406,38,51,5.69487,7.63798,0.05207,0.77945,0.95,1.7,2,4,Sr,Cu,Ta,3.75,16.495
La2NbRhO6,1.05597,2.03235,1.556,1.19775,0.70025,1.88385,1.44515,1.88385,0.68815,-3.5912,-4.78913,-1.49016,-2.04984,57,43,5.5769,7.10888,0.55755,1.03015,1.1,1.94,3,3,La,Nb,Rh,6.56,21.18
Sm2FeWO6,1.32698,1.99935,1.34325,0.32485,0.5865,1.80355,1.2824,0.32345,0.5813,-3.31902,-5.01431,-0.57557,-1.40482,62,50,5.64371,7.88325,0.162,0.48475,1.17,2.095,2,4,Sm,Fe,W,8.06,21.895
Mg2MoWO6,1.33399,1.35285,1.48435,1.35285,0.7629,1.26075,1.43245,1.26075,0.75205,-5.04225,-4.82469,-0.77042,-1.53714,12,58,7.64624,7.47823,-0.42,0.7818,1.31,2.26,2,4,Mg,Mo,W,5.26,28.39
Y2NbTiO6,1.27184,1.78395,1.6053,0.95895,0.6664,1.63185,1.5201,1.63185,0.64995,-3.97745,-4.52306,-1.37282,-1.34352,39,31.5,6.21726,6.79349,0.30712,0.49648,1.22,1.57,3,3,Y,Nb,Ti,8.42,16.085
Nd2CdTiO6,1.01988,2.00295,1.4217,0.35015,0.8933,1.89905,1.337,0.34865,0.85455,-3.25222,-5.18886,-1.29622,-0.95324,60,35,5.525,7.91097,0.09749,-0.32223,1.14,1.615,3,3,Nd,Cd,Ti,6.83,9.4
Ba2CoNiO6,1.00245,2.20615,1.303,2.20615,0.34775,2.07185,1.1984,2.07185,0.34955,-3.35828,-4.75308,-1.33494,0.82146,56,27.5,5.21166,7.76044,0.14463,0.90971,0.89,1.895,2,4,Ba,Co,Ni,3.58,13.9
Ce2PdWO6,0.87756,2.07805,1.45415,1.35245,0.68895,1.91635,1.3429,0.38175,0.67975,-3.34104,-4.9434,-1.39487,-2.30582,58,60,5.5386,8.10043,0.572,0.6892,1.12,2.28,3,3,Ce,Pd,W,4.78,24.2
Ce2BiNiO6,1.00478,2.07805,1.175,1.35245,0.8173,1.91635,1.08315,0.38175,0.79425,-3.34104,-4.80709,-1.39487,-0.56861,58,55.5,5.5386,7.4627,0.572,1.04976,1.12,1.965,3,3,Ce,Bi,Ni,4.78,11.145
Sm2FePtO6,1.26061,1.99935,1.29765,0.32485,0.52395,1.80355,1.20245,0.32345,0.5199,-3.31902,-5.27405,-0.57557,-2.4892,62,52,5.64371,8.43065,0.162,1.13917,1.17,2.055,2,4,Sm,Fe,Pt,8.06,18.65
Be2PdPdO6,1.08377,1.08065,1.48045,1.08065,0.58005,1.00365,1.30205,1.00365,0.57325,-6.07034,-5.06904,-1.4731,-2.68386,4,46,9.3227,8.33684,-0.52,0.56214,1.57,2.2,4,2,Be,Pd,Pd,6.02,17.64
Ca2MnPbO6,0.90051,1.80815,1.1826,1.80815,0.9055,1.65875,1.1357,1.65875,0.86715,-3.94208,-8.27979,-0.93507,-1.83901,20,53.5,6.11316,7.42536,0.02455,-0.08164,1,1.94,2,4,Ca,Mn,Pb,4.44,14.1
Sm2NbZrO6,1.16272,1.99935,1.65945,0.32485,0.83095,1.80355,1.5582,0.32345,0.80265,-3.31902,-4.57042,-0.57557,-1.46017,62,40.5,5.64371,6.69649,0.162,0.67535,1.17,1.465,2,4,Sm,Nb,Zr,8.06,16.86
Sr2CrCuO6,0.97021,1.96785,1.3287,1.96785,0.82415,1.81085,1.25865,1.81085,0.3784,-3.70916,-5.00547,-0.90065,-2.18747,38,26.5,5.69487,7.24645,0.05207,0.95581,0.95,1.78,2,4,Sr,Cr,Cu,3.75,14.985
Cs2NbVO6,1.09283,2.51755,1.5654,2.51755,0.636,0.81755,1.4928,0.94155,0.6269,-2.29006,-4.51059,-1.22595,-1.25506,55,32,3.89391,6.75252,0.47163,0.72253,0.79,1.615,1,5,Cs,Nb,V,1.43,17.45
Ce2CoNbO6,1.17567,2.07805,1.4313,1.35245,0.57235,1.91635,1.3826,0.38175,0.56675,-3.34104,-5.15518,-1.39487,-0.70376,58,34,5.5386,7.31993,0.572,0.78984,1.12,1.74,3,3,Ce,Co,Nb,4.78,17.19
Mg2PdZrO6,1.13608,1.35285,1.59435,1.35285,0.72615,1.26075,1.4347,1.26075,0.70245,-5.04225,-4.75939,-0.77042,-2.13047,12,43,7.64624,7.48548,-0.42,0.49772,1.31,1.765,2,4,Mg,Pd,Zr,5.26,15.725
Rb2MoNiO6,0.88695,2.29415,1.44745,2.29415,0.5342,0.66735,1.3309,0.75565,0.52855,-2.49875,-4.35926,-1.23792,0.28034,37,35,4.17713,7.36615,0.48592,0.95225,0.82,2.035,1,5,Rb,Mo,Ni,1.69,19.675
Cs2NiTcO6,0.68973,2.51755,1.39185,2.51755,0.50655,0.81755,1.27435,0.94155,0.5048,-2.29006,-4.14445,-1.22595,-0.70221,55,35.5,3.89391,7.37963,0.47163,0.85458,0.79,1.905,1,5,Cs,Ni,Tc,1.43,20.345
Sr2MnPdO6,1.02358,1.96785,1.3995,1.96785,0.4905,1.81085,1.2706,1.81085,0.4865,-3.70916,-4.86903,-0.90065,-2.04277,38,35.5,5.69487,7.88544,0.05207,0.02107,0.95,1.875,2,4,Sr,Mn,Pd,3.75,18.675
Ba2FeVO6,1.16449,2.20615,1.3894,2.20615,0.42875,2.07185,1.3088,2.07185,0.42825,-3.35828,-4.77048,-1.33494,-1.02437,56,24.5,5.21166,7.32433,0.14463,0.34045,0.89,1.73,2,4,Ba,Fe,V,3.58,14.01
Nd2RuZnO6,1.1962,2.00295,1.2751,0.35015,0.87635,1.89905,1.21875,0.34865,0.84475,-3.25222,-5.7145,-1.29622,-1.56305,60,37,5.525,8.37735,0.09749,0.21319,1.14,1.925,3,3,Nd,Ru,Zn,6.83,17.075
Ba2NiWO6,0.9294,2.20615,1.39095,2.20615,0.56915,2.07185,1.2822,2.07185,0.56275,-3.35828,-4.35232,-1.33494,-0.1103,56,51,5.21166,7.75195,0.14463,0.98671,0.89,2.135,2,4,Ba,Ni,W,3.58,22.045
Be2CoPbO6,1.01532,1.08065,1.1493,1.08065,0.88255,1.00365,1.1242,1.00365,0.8472,-6.07034,-8.75491,-1.4731,-1.1703,4,54.5,9.3227,7.64884,-0.52,0.50949,1.57,2.105,2,4,Be,Co,Pb,6.02,11.48
Nd2BiCoO6,1.02078,2.00295,1.12395,0.35015,0.8246,1.89905,1.1009,0.34865,0.80455,-3.25222,-5.67327,-1.29622,-1.45433,60,55,5.525,7.58326,0.09749,0.80231,1.14,1.95,2,4,Nd,Bi,Co,6.83,11.715
Ba2NbRhO6,1.13191,2.20615,1.556,2.20615,0.70025,2.07185,1.44515,2.07185,0.68815,-3.35828,-4.78913,-1.33494,-2.04984,56,43,5.21166,7.10888,0.14463,1.03015,0.89,1.94,2,4,Ba,Nb,Rh,3.58,21.18
Pr2TiWO6,1.31571,2.02475,1.5139,0.36565,0.6705,1.89375,1.43745,0.36655,0.65625,-3.26203,-4.58639,-1.05666,-1.63578,59,48,5.4702,7.34608,0.10923,0.44591,1.13,1.95,3,3,Pr,Ti,W,6.38,21.51
Be2PbPbO6,0.79804,1.08065,1.04665,1.08065,1.41005,1.00365,1.03225,1.00365,1.33455,-6.07034,-11.89056,-1.4731,-2.27633,4,82,9.3227,7.41668,-0.52,0.35672,1.57,2.33,4,2,Be,Pb,Pb,6.02,8.49
Pm2NiSnO6,1.12598,1.98305,1.2141,0.33615,0.84895,1.83585,1.1152,0.33605,0.81405,-3.30607,-7.10152,-1.25847,-0.37457,61,39,5.58187,7.4919,0.129,1.13462,1.13,1.935,3,3,Pm,Ni,Sn,6.83,11.065
Mg2PtWO6,1.0282,1.35285,1.38225,1.35285,0.7353,1.26075,1.3038,1.26075,0.72485,-5.04225,-5.07749,-0.77042,-3.01215,12,76,7.64624,8.41143,-0.42,1.47069,1.31,2.32,2,4,Mg,Pt,W,5.26,27.515
Nd2PdVO6,1.1044,2.00295,1.5003,0.35015,0.5312,1.89905,1.3693,0.34865,0.5267,-3.25222,-4.69956,-1.29622,-1.92536,60,34.5,5.525,7.54151,0.09749,0.5449,1.14,1.915,3,3,Nd,Pd,V,6.83,16.315
Pm2PbPtO6,0.86481,1.98305,1.19165,0.33615,1.0414,1.83585,1.12805,0.33605,0.999,-3.30607,-8.6139,-1.25847,-3.18643,61,80,5.58187,8.18775,0.129,1.24091,1.13,2.305,3,3,Pm,Pb,Pt,6.83,16.38
Nd2NbNbO6,1.26447,2.00295,1.61065,0.35015,0.78965,1.89905,1.54905,0.34865,0.77365,-3.25222,-4.69109,-1.29622,-1.34325,60,41,5.525,6.75885,0.09749,0.91741,1.14,1.6,3,3,Nd,Nb,Nb,6.83,19.91
Mg2AlMnO6,1.24531,1.35285,1.2142,1.35285,0.91335,1.26075,1.14825,1.26075,0.72855,-5.04225,-6.22314,-0.77042,-1.59421,12,19,7.64624,6.7099,-0.42,-0.04358,1.31,1.58,2,4,Mg,Al,Mn,5.26,14.125
Na2RhRuO6,1.0933,1.74615,1.4694,1.74615,0.6254,0.32095,1.36285,0.28665,0.61955,-3.18997,-4.94535,-0.88318,-2.73217,11,44.5,5.13908,7.4097,0.54793,1.09464,0.93,2.24,1,5,Na,Rh,Ru,1.82,24.655
Pm2CoPtO6,1.25798,1.98305,1.2943,0.33615,0.5139,1.83585,1.22,0.33605,0.51165,-3.30607,-5.47825,-1.25847,-2.0804,61,52.5,5.58187,8.41992,0.129,1.39369,1.13,2.08,3,3,Pm,Co,Pt,6.83,19.37
La2NiWO6,1.05612,2.03235,1.39095,1.19775,0.56915,1.88385,1.2822,1.88385,0.56275,-3.5912,-4.35232,-1.49016,-0.1103,57,51,5.5769,7.75195,0.55755,0.98671,1.1,2.135,3,3,La,Ni,W,6.56,22.045
Nd2CrTaO6,1.31268,2.00295,1.4564,0.35015,0.63945,1.89905,1.38295,0.34865,0.631,-3.25222,-4.82945,-1.29622,-1.36406,60,48.5,5.525,7.15804,0.09749,0.49948,1.14,1.58,2,4,Nd,Cr,Ta,6.83,20.72
Ce2BiBiO6,0.6919,2.07805,0.99595,1.35245,1.29415,1.91635,0.98565,0.38175,1.24925,-3.34104,-5.72728,-1.39487,-2.84439,58,83,5.5386,7.28552,0.572,0.94236,1.12,2.02,3,3,Ce,Bi,Bi,4.78,8.96
Be2MnSnO6,1.21396,1.08065,1.19635,1.08065,0.8792,1.00365,1.14445,1.00365,0.8443,-6.07034,-7.49258,-1.4731,-1.929,4,37.5,9.3227,7.38898,-0.52,0.29604,1.57,1.755,2,4,Be,Mn,Sn,6.02,14.255
Pr2CoWO6,1.20071,2.02475,1.3399,0.36565,0.57645,1.89375,1.29995,0.36655,0.57305,-3.26203,-5.21851,-1.05666,-0.99602,59,50.5,5.4702,7.87252,0.10923,0.73927,1.13,2.12,3,3,Pr,Co,W,6.38,22.615
Cs2MoPdO6,0.76924,2.51755,1.51065,2.51755,0.654,0.81755,1.3916,0.94155,0.64555,-2.29006,-4.95034,-1.22595,-1.91519,55,44,3.89391,7.71463,0.47163,0.65474,0.79,2.18,1,5,Cs,Mo,Pd,1.43,21.83
Ca2GeGeO6,1.19247,1.80815,0.92595,1.80815,1.17275,1.65875,0.90785,1.65875,1.10175,-3.94208,-11.50222,-0.93507,-2.4755,20,32,6.11316,7.89944,0.02455,1.23268,1,2.01,2,4,Ca,Ge,Ge,4.44,8.82
Rb2BiMnO6,0.52999,2.29415,1.15725,2.29415,0.84755,0.66735,1.1124,0.75565,0.8245,-2.49875,-5.19815,-1.23792,-2.12304,37,54,4.17713,7.35978,0.48592,0.21118,0.82,1.785,1,5,Rb,Bi,Mn,1.69,14.335
Ca2CrCuO6,1.01248,1.80815,1.3287,1.80815,0.82415,1.65875,1.25865,1.65875,0.3784,-3.94208,-5.00547,-0.93507,-2.18747,20,26.5,6.11316,7.24645,0.02455,0.95581,1,1.78,2,4,Ca,Cr,Cu,4.44,14.985
Cs2PdTcO6,0.73169,2.51755,1.45505,2.51755,0.62635,0.81755,1.33505,0.94155,0.6218,-2.29006,-4.73553,-1.22595,-2.89773,55,44.5,3.89391,7.72811,0.47163,0.55707,0.79,2.05,1,5,Cs,Pd,Tc,1.43,22.5
Pm2MnMnO6,1.46022,1.98305,1.31855,0.33615,0.40095,1.83585,1.23915,0.33605,0.39975,-3.30607,-4.66901,-1.25847,-1.40168,61,25,5.58187,7.43404,0.129,-0.52,1.13,1.55,3,3,Pm,Mn,Mn,6.83,19.71
Cs2SnWO6,0.95049,2.51755,1.251,2.51755,1.07765,0.81755,1.21675,0.94155,1.03755,-2.29006,-7.56695,-1.22595,-2.19204,55,62,3.89391,7.60397,0.47163,0.96417,0.79,2.16,1,5,Cs,Sn,W,1.43,19.78
Y2BiRuO6,1.02824,1.78395,1.2167,0.95895,0.96705,1.63185,1.18505,1.63185,0.94285,-3.97745,-5.3654,-1.37282,-2.77615,39,63.5,6.21726,7.32301,0.30712,0.99437,1.22,2.11,3,3,Y,Bi,Ru,8.42,17.91
Ca2PdTcO6,0.88801,1.80815,1.45505,1.80815,0.62635,1.65875,1.33505,1.65875,0.6218,-3.94208,-4.73553,-0.93507,-2.89773,20,44.5,6.11316,7.72811,0.02455,0.55707,1,2.05,2,4,Ca,Pd,Tc,4.44,22.5
Ca2AlBiO6,0.95922,1.80815,1.0529,1.80815,1.35995,1.65875,1.0215,1.65875,1.1533,-3.94208,-6.75228,-0.93507,-2.31556,20,48,6.11316,6.63564,0.02455,0.6876,1,1.815,2,4,Ca,Al,Bi,4.44,8.75
Ba2PdTiO6,1.06955,2.20615,1.5402,2.20615,0.5616,2.07185,1.3966,2.07185,0.54975,-3.35828,-4.71203,-1.33494,-2.01382,56,34,5.21166,7.58248,0.14463,0.31884,0.89,1.87,2,4,Ba,Pd,Ti,3.58,14.95
Ba2MnRuO6,1.16824,2.20615,1.378,2.20615,0.52045,2.07185,1.3118,2.07185,0.5181,-3.35828,-4.83627,-1.33494,-2.0548,56,34.5,5.21166,7.39727,0.14463,0.26319,0.89,1.875,2,4,Ba,Mn,Ru,3.58,23.285
Ca2CuRhO6,1.00274,1.80815,1.35315,1.80815,0.9079,1.65875,1.244,1.65875,0.46015,-3.94208,-5.11494,-0.93507,-3.04695,20,37,6.11316,7.59264,0.02455,1.18934,1,2.09,2,4,Ca,Cu,Rh,4.44,16.605
Sm2FeTcO6,1.37857,1.99935,1.34415,0.32485,0.5239,1.80355,1.27455,0.32345,0.52335,-3.31902,-4.80644,-0.57557,-1.99673,62,34.5,5.64371,7.51092,0.162,0.35262,1.17,1.865,2,4,Sm,Fe,Tc,8.06,20.195
